"V1","V2","V3","V4","V5","V6","V7"
0.0401084061409439,0.0241091269936565,0.0198314397055689,0.045,0.061,0.069,0.523666666666667
0.0357146639754484,0.0255285812875088,0.02181394064996,0.064,0.0695,0.094,0.551333333333333
0.00457101064228811,0.002256847682883,0.00198214328279576,0.004,0.0095,0.007,0.1935
0.0393719388800656,0.0261683896057515,0.016159768262299,0.0555,0.0835,0.085,0.553
0.0349041150623074,0.0250959080588423,0.0176449207132438,0.035,0.059,0.054,0.4975
0.0195842289604543,0.0152902110441359,0.0151551906981584,0.021,0.027,0.028,0.385666666666667
0.0127270525827125,0.01035303859379,0.00751989977930704,0.022,0.026,0.026,0.360166666666667
0.0185741585530294,0.0124631123870556,0.00602337944496827,0.018,0.0255,0.0205,0.3495
0.0320843661912105,0.020130599575762,0.0195972858000146,0.063,0.088,0.077,0.544166666666667
0.0686438966092121,0.0505895825285856,0.0427716622891375,0.198,0.24,0.2265,0.788666666666667
0.0271265962370138,0.0251413418853696,0.0225379910361596,0.094,0.111,0.105,0.6105
0.0717388269343684,0.0489833428931547,0.0411356323660976,0.1805,0.2225,0.26,0.783166666666667
0.0252236882921271,0.0151636503355782,0.0135194676926201,0.0335,0.047,0.0565,0.448666666666667
0.0643627979305963,0.048158702271219,0.0329203622033099,0.1315,0.1545,0.173,0.7025
0.0001443402064968,0.000111582861582862,0.000220154845154845,0,5e-04,5e-04,0.0648333333333333
0.00541028841363663,0.00248949117745946,0.00242444421424535,0.006,0.004,0.004,0.199
0.0212857356245893,0.01251010459061,0.00900217085180455,0.0185,0.0295,0.0375,0.393
0.0225105335493931,0.0212440419259026,0.016759841441554,0.036,0.0545,0.061,0.499333333333333
0.0151867746076675,0.0107544628354373,0.00645704995663631,0.0145,0.022,0.0255,0.338166666666667
0.0303231246313318,0.0138069970420285,0.0112644898433851,0.0265,0.0345,0.037,0.407
0.0223313885558708,0.00799746272325589,0.00925348422116758,0.025,0.035,0.038,0.397333333333333
0.00624218059458163,0.0030646873382211,0.00563720463083694,0.0145,0.0135,0.014,0.2735
0.0541718197836746,0.0347447199778013,0.0342638026897453,0.1375,0.1685,0.188,0.724166666666667
0.0747286622919968,0.0490679124831321,0.0405910487650515,0.1955,0.2445,0.2525,0.792833333333333
0.0498979299349663,0.0311993468755363,0.030181115753292,0.1355,0.16,0.1695,0.703833333333333
0.0229902050505965,0.0168920075232816,0.0152414751633332,0.0615,0.0825,0.066,0.501166666666667
0.0448191156467513,0.0294606547666022,0.0289158282536636,0.102,0.1205,0.144,0.660166666666667
0.0188205162918653,0.0159505780651666,0.0142835693481279,0.0155,0.0145,0.02,0.352666666666667
0.0076158456179763,0.00321922376130147,0.00378830603788979,0.014,0.0135,0.02,0.256666666666667
0.0179312111304208,0.0117092772161862,0.0130347343520207,0.04,0.04,0.0435,0.406833333333333
0.0341552781576196,0.0302632215208779,0.0282846402440114,0.039,0.0355,0.04,0.4965
0.00114554919046802,0.00128161604878638,0.00158565767345529,0.0025,0.0015,0.0035,0.130333333333333
0,0.000357683982683983,0.000404012654012654,0,0.001,0.001,0.0443333333333333
0.0364233691521922,0.0268706422392196,0.0201796727751242,0.0625,0.0735,0.082,0.549
0.00081618844754147,0.000127955377955378,0.000888619050363556,0.001,5e-04,0.0015,0.100666666666667
0.0713861585001283,0.0418611443785437,0.0337753317710682,0.1185,0.1475,0.165,0.707166666666667
0.0182035725673344,0.0128443211297388,0.0136734843014891,0.029,0.0375,0.036,0.408833333333333
0.00770795900235034,0.00825091687886705,0.00607992428600987,0.0185,0.025,0.0175,0.314833333333333
0.0336077941804345,0.0284624358359963,0.03044951347265,0.11,0.1435,0.144,0.650833333333333
0.0199456186968102,0.00798106958110309,0.00692949608123497,0.0115,0.018,0.028,0.333333333333333
0.0152264108069483,0.00912502983497614,0.00783443169012787,0.0195,0.023,0.0275,0.343
0.0165298104240213,0.0111309103283173,0.0076886910993725,0.021,0.033,0.0345,0.391
0.00215419429055793,0.00138426820778844,0.00151822386968491,0.0045,0.0035,0.003,0.147333333333333
0.0170570934292117,0.0114382853108114,0.0133081756079157,0.018,0.019,0.0245,0.366
0.0184941325601915,0.0130217332004539,0.00980779515640592,0.0275,0.0335,0.043,0.419166666666667
0,0,0,0,0,0,0.00383333333333333
0.0512498394080844,0.035611157754868,0.0293257937248045,0.024,0.0395,0.0445,0.498166666666667
0.0185693514940993,0.0136755012077892,0.0148909678196621,0.0415,0.05,0.0605,0.461
0.0094618635170245,0.0080001659975072,0.00569304968103732,0.01,0.01,0.0175,0.289666666666667
0.0521507411614922,0.0286651882169312,0.0254779767885387,0.1065,0.135,0.142,0.633666666666667
0.0113909830725593,0.00856136108625806,0.00324605521386428,0.0045,0.0035,0.0095,0.230166666666667
0.0278566622812559,0.0146983306011692,0.0117400553357123,0.025,0.039,0.0435,0.427166666666667
0.0186983005492699,0.0160011634420951,0.012469976394584,0.032,0.0465,0.048,0.439666666666667
0.037292663448961,0.0282340787881828,0.0224895595640207,0.059,0.075,0.088,0.588166666666667
0.0488508866311173,0.0372353152829344,0.0294734257490037,0.135,0.171,0.161,0.707333333333333
0.0134704643938613,0.00625543124434858,0.00519217247535367,0.0165,0.0225,0.02,0.303333333333333
0.0327082844207907,0.0365272983560243,0.0209317149702311,0.009,0.0135,0.0165,0.370666666666667
0.0502982725536456,0.0300231251464777,0.0238840324074605,0.0885,0.109,0.1255,0.640666666666667
0.0125656203340511,0.00891826788165168,0.00952580732434337,0.0255,0.0315,0.0325,0.396
0.0267947371657308,0.0196998579793608,0.0166570372054731,0.048,0.0595,0.071,0.524333333333333
0.000104502640216926,0,5.4945054945055e-06,0,0,0,0.0225
0.0207554684636613,0.0131677807727801,0.0100970954441574,0.02,0.032,0.051,0.418333333333333
0.0564115042987755,0.047152810273845,0.0432922580619999,0.2105,0.242,0.2465,0.785833333333333
0,0,0,0,0,0,0.000166666666666667
0.00175987348274436,0.00137116505162522,0.00275046068984943,0.0015,0.0065,0.0075,0.181666666666667
0.0340032692944035,0.0284190210347274,0.0208394298155841,0.0495,0.0745,0.086,0.564166666666667
0.0126606099216302,0.00547387339867339,0.00633451491747883,0.0075,0.0165,0.018,0.28
0.0716248784157438,0.0537800076884002,0.0462642099271819,0.2265,0.269,0.2775,0.825833333333333
0.0332328120512105,0.0182149423252605,0.014824675521573,0.0635,0.066,0.0775,0.502333333333333
0.041337624147526,0.0275060214361025,0.0212315872887234,0.0765,0.1025,0.1085,0.6035
0.0422386475428755,0.0333609910881829,0.0218846918239519,0.073,0.116,0.11,0.601833333333333
0.0606497331009554,0.0388050107908573,0.0324854678092108,0.136,0.1745,0.173,0.725666666666667
0.00230514612981646,0.00126154383365922,0.000857813117514354,0.003,0.005,0.005,0.133
0.0059226036097602,0.00322687566646732,0.00257352778834922,5e-04,0.002,0.004,0.156166666666667
0.050229187271351,0.0340863195572396,0.0339319298630277,0.1355,0.1535,0.156,0.713666666666667
0.0604110956002309,0.0450749879179609,0.0419299187389036,0.2195,0.2425,0.2415,0.7955
0.0510359860462001,0.0336247881501461,0.0297846013202697,0.122,0.151,0.16,0.681333333333333
2.38095238095238e-05,8.04552590266876e-06,0,0,0,0,0.0233333333333333
0.0290465760219241,0.0209414434102084,0.0138225939682658,0.0395,0.0485,0.045,0.467333333333333
0.0321658234412177,0.0230823336641844,0.024575225782765,0.101,0.109,0.119,0.613166666666667
0.0482085447614501,0.0331712740642548,0.0299906400224978,0.1325,0.1525,0.1555,0.688166666666667
0.0553595537321448,0.0356420933584351,0.0273982576437042,0.136,0.145,0.151,0.680666666666667
0.00532762821859663,0.00209983863813971,0.0046772928827749,0.0065,0.011,0.01,0.211333333333333
0.000858173076923077,0.000496369701726845,0.000145408163265306,0,5e-04,0,0.0576666666666667
0.0262713580682038,0.017333987862286,0.012278961412523,0.0445,0.06,0.0605,0.476333333333333
0.0216842242145689,0.0188905746268384,0.013224234747243,0.0105,0.0085,0.005,0.306833333333333
0.0652290600980085,0.0412312664936474,0.0340502129073944,0.1525,0.1825,0.1985,0.727666666666667
0.0586925469499074,0.040256856134717,0.0361497449547553,0.1635,0.188,0.193,0.7365
0.0520151574372405,0.0374227813668961,0.0353876131232392,0.124,0.162,0.1785,0.705
0.0298046960046296,0.0131760518756598,0.0144711928527236,0.0175,0.028,0.032,0.4095
0.0344362873418299,0.0231996480039621,0.0149096560491022,0.0345,0.0425,0.0505,0.467666666666667
0.0414628170179388,0.0265660595294495,0.0305800391236619,0.14,0.136,0.1445,0.675666666666667
0.0430630888961712,0.0304890952606188,0.023166023770698,0.0385,0.059,0.065,0.5195
0.0355189795336276,0.026325208433176,0.0217546334780632,0.095,0.1075,0.1,0.605333333333333
0.0228296593189636,0.015191982322393,0.0150745641960252,0.039,0.049,0.057,0.461166666666667
0.0301979804433705,0.0188123424356566,0.0092399832350975,0.009,0.0145,0.023,0.362
0.0308725903286967,0.0258736830701689,0.0230943464402384,0.013,0.013,0.0155,0.380333333333333
0.0519464568630655,0.0359876715749809,0.0224672778458768,0.077,0.0865,0.113,0.587833333333333
0.00277508899830328,0.00407535767803625,0.00110292386185243,5e-04,0.0035,5e-04,0.126333333333333
0.0356068798453931,0.0297868246025929,0.0255941526796393,0.112,0.1295,0.128,0.641333333333333
0.0146537428714286,0.00871862386620545,0.00936150864242564,0.0115,0.017,0.028,0.326833333333333
0.0385424123371957,0.0293843956453977,0.0246768758487068,0.0425,0.0475,0.0585,0.515
0.0241382825632114,0.0208668262314824,0.0190549791548862,0.053,0.069,0.078,0.5185
0.0383295800314489,0.0252317421015471,0.0290965606305425,0.125,0.1305,0.141,0.643333333333333
0.0588876023765026,0.0425808130599305,0.0382994407360586,0.152,0.2005,0.1915,0.755666666666667
0.00451516697037915,0.00471670740482554,0.00558591790523921,0.0115,0.013,0.0185,0.267666666666667
0,0,0,0,0,0,0.00333333333333333
0.0164223513152035,0.0095775059389726,0.0100612560002389,0.0155,0.008,0.0095,0.291833333333333
0.0272984260595513,0.0228430912139331,0.0211569927619394,0.086,0.095,0.0845,0.578833333333333
0.00681147169883434,0.00575424797280025,0.00462183666296241,0.012,0.015,0.014,0.272666666666667
0.042989421001535,0.0316919842842659,0.0280246896046582,0.082,0.116,0.128,0.638333333333333
0.037583156709905,0.0356470095729803,0.0362517261166425,0.02,0.0265,0.021,0.408833333333333
0.049701207546254,0.0304676164997043,0.0215456817425923,0.0375,0.055,0.068,0.522166666666667
0.0163516514998627,0.0135121145165068,0.00608446965040392,0.014,0.021,0.025,0.342666666666667
0.0360693472055704,0.0372201766011004,0.0284640640773414,0.0125,0.019,0.029,0.410166666666667
0.0270644164221683,0.0195439320615013,0.018577084910128,0.06,0.0725,0.08,0.527
0.0536336632116958,0.0385765991193366,0.0359712736396377,0.1445,0.1735,0.1915,0.736
0.0737143991734769,0.0565554934582498,0.0466596232670217,0.2435,0.2905,0.302,0.847333333333333
0.0419937059958648,0.0256174615867107,0.0221804177817733,0.0675,0.094,0.12,0.584333333333333
0.0126088147496874,0.010771535446861,0.00714197044159082,0.021,0.023,0.031,0.359
0.0428448437176438,0.0284817616621016,0.0263333279163294,0.11,0.13,0.119,0.645166666666667
0.0227339134136382,0.0136593367770936,0.0125972228048758,0.0545,0.0545,0.068,0.486333333333333
0.0251337305583972,0.017949299227512,0.0132566816474116,0.0515,0.067,0.0685,0.513
0.0171789462781463,0.0118695678168818,0.00800458841626809,0.022,0.0265,0.0225,0.360166666666667
0.0274804650387745,0.0204167801185692,0.0215573285652593,0.0815,0.088,0.093,0.5615
0.00372237995520963,0.00155028007706579,0.00143889981355641,0.004,0.003,0.005,0.144333333333333
0.0269754984747935,0.0183148424093859,0.0161891283079672,0.0525,0.061,0.0695,0.504333333333333
0.0283162222351177,0.0222142082970987,0.0178290212267814,0.05,0.0665,0.07,0.5045
0.0459275341454905,0.0282921900206853,0.0202314100182526,0.063,0.09,0.0885,0.572
0.030969409404359,0.0177724751575454,0.0200495912548782,0.0675,0.0775,0.0845,0.543333333333333
0.0118410607008478,0.00898866823717223,0.00512636111853145,0.019,0.025,0.018,0.337166666666667
0.0295516944613735,0.0160095241585053,0.0143001182038984,0.068,0.066,0.0715,0.532833333333333
0.0168367580264676,0.0158009477478659,0.00696310070545751,0.014,0.034,0.028,0.344
0.0480033652294513,0.0329419472667445,0.0271210030612887,0.101,0.1265,0.1325,0.645333333333333
0.0250651861206359,0.0239238079545576,0.0171671084744149,0.02,0.034,0.038,0.420666666666667
0.0490508288657991,0.0321413694098803,0.025464184785746,0.0455,0.0665,0.089,0.5605
0.00627078373735883,0.00283555600594291,0.00199221959983074,0.0035,0.003,0.0055,0.190166666666667
0.0660009449466078,0.0453648712961591,0.044433439914505,0.2115,0.252,0.2845,0.808333333333333
0.0209746463920025,0.0120908745085228,0.0115484520956822,0.0295,0.036,0.0475,0.431833333333333
0.00674011027631626,0.00379107989808227,0.00370117560043603,0.009,0.0075,0.0125,0.247166666666667
0.0446464103703297,0.0307321660660491,0.0190034029719995,0.045,0.0655,0.0775,0.539333333333333
0.0437692197924954,0.0322613296274479,0.0348557211496378,0.1105,0.1545,0.16,0.677333333333333
0.0630853441516958,0.041081040897596,0.0368829495441389,0.174,0.202,0.2265,0.765833333333333
0.054917558649783,0.0374258435937552,0.0256132300023248,0.0925,0.1425,0.146,0.651166666666667
0.032531609145967,0.0222597273466673,0.0234180518482362,0.0215,0.0275,0.029,0.423
0.00940816723700767,0.00560409574298311,0.00535918626619415,0.0165,0.0215,0.022,0.302833333333333
0.00216936455984908,0.00111306483019145,0.000239844976452119,0,0.0015,0.0015,0.0896666666666667
0.00616896325175546,0.0031729912155268,0.00407982824634496,0.011,0.0125,0.016,0.248333333333333
0.000431636615444995,0.000219155844155844,0.000368360805860806,5e-04,5e-04,0.001,0.0388333333333333
0.0259188330291403,0.0206066136319519,0.0199088963374257,0.0755,0.093,0.082,0.554833333333333
0.0040017908667072,0.00361495390547588,0.00257505699931243,0.006,0.0105,0.0115,0.223833333333333
0.00444659676071514,0.0021733540442904,0.00206738145096662,0.0045,0.0085,0.0035,0.194333333333333
0.00395608849712558,0.00318520262511428,0.00227016874303962,0.0035,0.006,0.0075,0.198166666666667
0.0591377813216818,0.0423639439465619,0.0367304933614181,0.18,0.227,0.2255,0.7755
0.0130087016727676,0.0103478473694854,0.00782865580990185,0.0205,0.028,0.0295,0.378
0.0395190249148683,0.0287012937648725,0.0229636536862385,0.082,0.099,0.1055,0.618166666666667
0.0316274109484275,0.0220768965850837,0.0140954027113159,0.021,0.027,0.0565,0.434833333333333
0.00277394473646659,0.0019967644122968,0.00226393162282273,0.002,0.0045,0.0065,0.179166666666667
0.0332385839185558,0.0217665798793405,0.0204150039717439,0.0535,0.063,0.0595,0.515
0.0157586393116417,0.0103866423878219,0.0103533548654944,0.0205,0.039,0.034,0.419333333333333
0.0209211091307066,0.0147794468131537,0.0124225435096309,0.0265,0.0335,0.028,0.394333333333333
0.0694644802528535,0.0423465587303402,0.0317394919087046,0.107,0.145,0.19,0.695
0.0217906082619265,0.0135559346893125,0.0160015467135755,0.0285,0.0425,0.0395,0.4365
0.028207743871165,0.0226541484287818,0.0165606336267464,0.046,0.055,0.066,0.524166666666667
0,8.92857142857143e-06,1.14795918367347e-05,0,0,0,0.0181666666666667
0.0256089804519328,0.0184708492597054,0.0134175031419922,0.039,0.054,0.0525,0.4795
0.0497259100691522,0.0324138060322352,0.0266197238583811,0.093,0.1115,0.135,0.623666666666667
0.0081293623704338,0.00573377374498628,0.0039861231500998,0.003,0.004,0.006,0.194666666666667
0.0664132706564927,0.0433008168169574,0.037564596099636,0.1495,0.184,0.212,0.751666666666667
0.0511493939461436,0.0333034538318185,0.0252058471765782,0.089,0.1195,0.131,0.627166666666667
0.01052345825775,0.00822904093397922,0.00394191726521896,0.0115,0.0215,0.018,0.3085
0.0313726160102863,0.0224977193290123,0.0196715879180775,0.054,0.0635,0.08,0.5615
0.00665459212989807,0.00460067815426332,0.00402572202704102,0.0045,0.006,0.0055,0.203333333333333
0.0561449366261475,0.0401586942065617,0.0374722648544152,0.1585,0.1685,0.181,0.7165
0.00923254658805046,0.00936959641673678,0.00785983950513171,0.004,0.009,0.0085,0.241666666666667
0.0528063544851074,0.0366602035317415,0.021309749278068,0.034,0.0505,0.0745,0.5335
0.0061496803374457,0.00425796216680145,0.00517625056567364,0.0025,0.0045,0.0075,0.207333333333333
0.00233825929361644,0.000980059842962565,0.00267937032188406,0.0035,0.002,0.0035,0.1285
0.0504227295206328,0.0356199673866136,0.0270269782503559,0.0965,0.12,0.136,0.655333333333333
0.0221421931298304,0.0153583164932803,0.0145005076286025,0.0385,0.0385,0.0405,0.434833333333333
0.0127014982627247,0.0062011155769127,0.00817715237859198,0.0255,0.0305,0.0205,0.343333333333333
0.00386060449716044,0.00182125670179804,0.00154000129219441,0.007,0.0095,0.008,0.180666666666667
0.00967887512700512,0.00576438536014897,0.00493615337168659,0.009,0.0125,0.0145,0.268
0.00438295164084999,0.00296531048926653,0.00185433130116051,0.001,0.0065,0.003,0.180833333333333
0.0146608683362555,0.00795261708071377,0.00675506911916939,0.013,0.018,0.0195,0.318833333333333
0.0666830632118018,0.0511394592574425,0.0449109880197472,0.2145,0.239,0.2745,0.810833333333333
0.0483246031581508,0.0366954228573732,0.0310282503695907,0.1385,0.1535,0.183,0.7095
0.0362402730055754,0.0257964906413855,0.0219680684119942,0.066,0.089,0.094,0.597833333333333
0.000783345546394997,0.00042809422720137,0.000730987933769527,0.001,0,5e-04,0.076
0.0470877148625061,0.0331287211719865,0.0299739676850526,0.1345,0.1515,0.1515,0.681666666666667
0.0571659563361168,0.0367603845743903,0.0331429433166926,0.135,0.148,0.1765,0.688666666666667
0.00964242795478747,0.00675115759214577,0.00498483272163758,0.0095,0.022,0.02,0.302833333333333
0.0371530837778135,0.02099876007819,0.0159076365772683,0.049,0.064,0.0605,0.5005
0.000886390064961494,0.000366235870356749,5.4945054945055e-06,0.002,5e-04,0,0.0695
0.0271097405988842,0.0209123094170009,0.0134140821418002,0.0585,0.08,0.075,0.533833333333333
0.0278043179252829,0.0275912324505216,0.0235886596023594,0.017,0.021,0.0235,0.398666666666667
0.0262976195467168,0.0200338997156851,0.0133706531577151,0.014,0.0225,0.0235,0.373333333333333
0.0113766133135228,0.00495410350295309,0.00511235975209054,0.012,0.0095,0.013,0.258833333333333
0.0394736116342965,0.0292099851196059,0.0255532420713921,0.0825,0.09,0.0955,0.595833333333333
0.0294629190023826,0.0209416011263814,0.0219399709224165,0.0755,0.0835,0.099,0.581166666666667
